1193843.500000 0.106537
-102791.171875 67411.015625
-43050.781250 144314.078125
18826.523438 -70710.625000
-66150.796875 -73978.476562
496582.718750 167756.828125
-32218.001953 -36550.652344
-116879.695312 101620.421875
-20440.005859 -20542.445312
-23945.777344 -9834.945312
-40452.527344 91876.414062
18250.212891 -18072.736328
-14031.148438 -4101.868652
251.309219 -13435.201172
-19330.839844 21026.291016
-13080.463867 -29156.326172
-8253.393555 -2659.052490
34570.371094 13016.116211
-5277.324219 6062.926758
3333.520752 -16236.884766
14447.866211 -1130.277100
-7987.277344 692.357483
15172.050781 18128.679688
-11256.680664 23822.941406
1498.907471 -7349.174805
-763.060669 -1662.099854
-13815.585938 5695.271484
4190.685059 5546.725586
7087.931152 11104.237305
-16559.275391 15359.259766
2715.331543 -16838.160156
-1767.084717 10006.751953
-5478.230957 2589.194336
3996.979248 -6973.930176
-16807.128906 -2544.909668
10226.378906 7853.897949
13700.591797 -7346.503418
-17016.656250 17767.423828
5684.424316 11698.695312
-12832.586914 11063.950195
6476.981445 -235.746704
15706.328125 -18604.541016
-18725.998047 1641.596558
7282.181152 7943.877930
5237.884766 8879.045898
-13802.133789 -1476.136230
-1374.608032 -21932.806641
-11818.967773 -6667.532227
-5779.985352 -6629.826660
-10296.528320 -17312.710938
209.781738 16582.738281
-15337.904297 10082.038086
617.109802 -5162.740234
-19855.039062 -12428.762695
-35372.429688 7606.472656
-4757.969238 9130.467773
-14871.459961 5031.862793
16504.250000 8830.743164
-3376.980469 -14627.210938
-7745.073730 31859.078125
-15217.686523 10743.669922
-23247.855469 -3065.098633
20520.960938 -2431.866943
24328.763672 -10684.880859
-2847.811523 14304.419922
-10385.335938 6043.890625
-10769.753906 -2107.556885
2275.566162 4620.062012
-2606.525391 -8486.554688
960.123047 -14625.628906
-4927.418945 1429.083618
5869.790527 4133.209961
1876.354004 20900.011719
-2363.390137 2023.389404
9913.417969 -22181.873047
-6551.895996 -3947.446045
18349.810547 12403.770508
-11326.612305 8137.663086
11106.993164 -11010.238281
4110.487793 -2334.562256
-13940.376953 4009.933838
-7029.899902 672.446594
